,lit_type,author,title,POS_all,count,proportion
10,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",VBP,927,0.013808615861288209
11,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",PRP$,1405,0.020928916165167132
12,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",NN,8350,0.1243818149317762
13,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",POS,140,0.002085443603646547
14,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",PRP,4748,0.07072633021509861
15,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",EX,124,0.0018471071918012274
16,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",),2,2.9792051480664958e-05
17,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",WP,396,0.005898826193171662
18,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",WDT,357,0.005317881189298695
19,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",CC,2056,0.030626228922123577
20,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",VBZ,750,0.011172019305249359
21,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",:,860,0.012810582136685933
22,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",VB,2034,0.030298516355836264
23,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",RP,123,0.001832211166060895
24,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",JJR,74,0.0011023059047846034
25,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",JJ,3127,0.046579872490019665
26,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",VBN,1500,0.022344038610498718
27,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",MD,779,0.011604004051719002
28,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",JJS,67,0.0009980337246022761
29,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",",",4358,0.06491688017636894
30,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",IN,6102,0.09089554906750878
31,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",WP$,20,0.0002979205148066496
32,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",FW,77,0.001146993982005601
33,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",VBG,659,0.009816480962879104
34,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",NNPS,3,4.4688077220997435e-05
35,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",UH,186,0.002770660787701841
36,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",DT,6615,0.09853721027229935
37,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",VBD,4181,0.0622802836203301
38,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",NNP,2665,0.03969790859798606
39,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",PDT,73,0.001087409879044271
40,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",(,2,2.9792051480664958e-05
0,Book,"Congreve, William, 1670-1729","
The Way of the World
",NNS,703,0.019330711909148403
1,Book,"Congreve, William, 1670-1729","
The Way of the World
",'',66,0.0018148321280281575
2,Book,"Congreve, William, 1670-1729","
The Way of the World
",.,3223,0.08862430225204168
3,Book,"Congreve, William, 1670-1729","
The Way of the World
",RBR,58,0.0015948524761459565
4,Book,"Congreve, William, 1670-1729","
The Way of the World
",TO,776,0.021338026232573488
5,Book,"Congreve, William, 1670-1729","
The Way of the World
",WRB,185,0.005087029449775896
6,Book,"Congreve, William, 1670-1729","
The Way of the World
",RB,1534,0.04218109824841202
7,Book,"Congreve, William, 1670-1729","
The Way of the World
",RBS,14,0.00038496439079385155
8,Book,"Congreve, William, 1670-1729","
The Way of the World
",CD,171,0.004702065058982044
9,Book,"Congreve, William, 1670-1729","
The Way of the World
",VBP,1160,0.03189704952291913
10,Book,"Congreve, William, 1670-1729","
The Way of the World
",PRP$,1075,0.029559765721670746
11,Book,"Congreve, William, 1670-1729","
The Way of the World
",NN,4248,0.11680919514944868
12,Book,"Congreve, William, 1670-1729","
The Way of the World
",POS,206,0.005664476035966673
13,Book,"Congreve, William, 1670-1729","
The Way of the World
",EX,64,0.0017598372150576071
14,Book,"Congreve, William, 1670-1729","
The Way of the World
",PRP,3083,0.08477465834410317
15,Book,"Congreve, William, 1670-1729","
The Way of the World
",),9,0.00024747710836747603
16,Book,"Congreve, William, 1670-1729","
The Way of the World
",WP,208,0.005719470948937223
17,Book,"Congreve, William, 1670-1729","
The Way of the World
",WDT,137,0.0037671515384826906
18,Book,"Congreve, William, 1670-1729","
The Way of the World
",CC,1080,0.029697253004097122
19,Book,"Congreve, William, 1670-1729","
The Way of the World
",VBZ,776,0.021338026232573488
20,Book,"Congreve, William, 1670-1729","
The Way of the World
",VB,1862,0.05120026397558226
21,Book,"Congreve, William, 1670-1729","
The Way of the World
",:,757,0.02081557455935326
22,Book,"Congreve, William, 1670-1729","
The Way of the World
",RP,90,0.00247477108367476
23,Book,"Congreve, William, 1670-1729","
The Way of the World
",JJR,70,0.001924821953969258
24,Book,"Congreve, William, 1670-1729","
The Way of the World
",VBN,684,0.018808260235928177
25,Book,"Congreve, William, 1670-1729","
The Way of the World
",JJ,1490,0.040971210163059914
26,Book,"Congreve, William, 1670-1729","
The Way of the World
",MD,901,0.024775208293232875
27,Book,"Congreve, William, 1670-1729","
The Way of the World
",JJS,50,0.0013748728242637556
28,Book,"Congreve, William, 1670-1729","
The Way of the World
",",",2761,0.07592047735584459
29,Book,"Congreve, William, 1670-1729","
The Way of the World
",IN,2768,0.0761129595512415
30,Book,"Congreve, William, 1670-1729","
The Way of the World
",WP$,5,0.00013748728242637555
31,Book,"Congreve, William, 1670-1729","
The Way of the World
",FW,24,0.0006599389556466026
32,Book,"Congreve, William, 1670-1729","
The Way of the World
",VBG,202,0.005554486210025572
33,Book,"Congreve, William, 1670-1729","
The Way of the World
",NNPS,4,0.00010998982594110045
34,Book,"Congreve, William, 1670-1729","
The Way of the World
",UH,118,0.0032446998652624634
35,Book,"Congreve, William, 1670-1729","
The Way of the World
",DT,2218,0.0609893584843402
36,Book,"Congreve, William, 1670-1729","
The Way of the World
",VBD,524,0.014408667198284158
37,Book,"Congreve, William, 1670-1729","
The Way of the World
",NNP,3039,0.08356477025875106
38,Book,"Congreve, William, 1670-1729","
The Way of the World
",(,9,0.00024747710836747603
39,Book,"Congreve, William, 1670-1729","
The Way of the World
",PDT,15,0.00041246184727912667
0,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",'',30,0.010073875083948958
1,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",NNS,97,0.0325721961047683
2,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",.,161,0.05406312961719275
3,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",RBR,6,0.0020147750167897917
4,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",WRB,21,0.007051712558764272
5,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",TO,36,0.01208865010073875
6,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",RB,180,0.06044325050369376
7,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",``,29,0.009738079247817328
8,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",CD,22,0.007387508394895903
9,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",VBP,52,0.017461383478844864
10,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",PRP$,59,0.019811954331766288
11,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",POS,12,0.004029550033579583
12,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",NN,309,0.10376091336467427
13,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",PRP,190,0.06380120886501008
14,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",EX,5,0.0016789791806581598
15,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",WP,17,0.005708529214237743
16,Book,"Hoffmann, Heinrich, 1809-1894","
Struwwelpeter: Merry Stories and Funny Pictures
",WDT,4,0.001343183344526528
